Customer_ID,Customer_Active,Group_ID,Date_Added,Customer_Name,Sales_Person,GSTIN,Customer_Address,Customer_City,Customer_State,Customer_Phone,Customer_Email,lrmailid,Customer_Contract_Type,Customer_Credit_Days,Createdby
SH0000437,Active,HRJOHN,3/13/2024 12:44:19 PM,CHICAGO CONSTRUCTION CO,Suhas,18ABZPS6291F1ZQ,"PLOT NO.5B, BRAHMAPUTRA INDUSTRIAL PARK, NORTH GUWAHATI, Kamrup, Assam, 781031",,ASSAM,9872279944 / 98157 31320,tbksanitarysales@gmail.com,tbksanitarysales@gmail.com,TOPAY,30,Sanketh
SH0000438,Active,HRJOHN,3/28/2024 1:33:00 PM,MIRAJ CERAMICA,Suhas,27ADWPS0916J1ZX,"PLOT NO 3, C S NO 894, NEAR EXCISE OFFICE, MIRAJ, Sangli, Maharashtra, 416410",SANGLI,MAHARASHTRA,92846 32524,sangliceramica@gmail.com,sangliceramica@gmail.com,TBB,30,Sanketh
SH0000439,Active,ALUMIL SYSTEMS,5/21/2024 5:05:55 PM,ALUMIL SYSTEMS INDIA PRIVATE LIMITED,Suhas,27AANCA2525N2ZB,"9th Floor,Plot no.9, Office no. 901,902, The Affaires, Palm Beach Raod, Moraj Residency, Sanpada, Navi Mumbai, Thane, Maharashtra, 400705",NAVI MUMBAI,Maharashtra,9762776729,"p.pathak@alumil.com,Sachin Sapkal <s.sapkal@alumil.com","p.pathak@alumil.com,Sachin Sapkal <s.sapkal@alumil.com",TBB,30,Sanketh
SH0000440,Active,FUSO GLASS,5/27/2024 12:37:44 PM,FUSO GLASS INDIA PVT LTD,Hemant,27AABCM9798H1ZS,"42, Shree Dattaguru Complex, Murbad MIDC Road, Murbad Police Station, Murbad, Thane, Maharashtra, 421401",THANE,Maharashtra,80102 46933,"SALES@FUSO.IN,ADMIN@FUSIO.IN","SALES@FUSO.IN,ADMIN@FUSIO.IN",TBB,30,Sanketh
SH0000441,Active,OOFOAM,06-06-2024 10:56,OOFOAM FOOTWEARS PRIVATE LIMITED,Hemant,07AADCO0626Q1Z6,"BLK B, PLOT NO 80, MANGOLPURI, INDUSTRIAL AREA PH-2, North West Delhi, Delhi, 110083",DELHI,Delhi,9310189393,oofoamfootwears@gmail.com,oofoamfootwears@gmail.com,TBB,30,Sanketh
SH0000442,Active,CHADHA SALES,06-12-2024 11:58,CHADHA SALES PRIVATE LIMITED,SUKHIR,06AAACC3265E1Z3,"CHADHA SALES P LTD, GT ROAD BIGHAN, MURTHAL, Sonipat, Haryana, 131039",SONIPAT,HARYANA,93116 89422,info@dlslogistics.in,info@dlslogistics.in,TBB,30,Sanketh
SH0000443,Active,R R OOMERBHOY,6/13/2024 11:49:18 AM,R R OOMERBHOY PVT LTD,Hemant,27AAACR2364M1Z5,"2ND FLOOR, FLAT NO 05,, SOONA MAHAL BUILDING, VEER NARMAN ROAD, 143 MARINE DRIVE, Mumbai, Maharashtra, 400020",MUMBAI,Maharashtra,9004119202,info@dlslogistics.in,info@dlslogistics.in,TBB,30,Sanketh
SH0000444,Active,ARMSTRONG,6/24/2024 4:04:34 PM,FORTUNE TRADERS,Manoj,33BBXPP7219R1ZJ,"1,2,3, 7144 A B C, PREMAPARTHIPAN TOWERS, Yercaud main road, Kondappanaickanpatty, SALEM, Salem, Tamil Nadu, 636008",SALEM,TAMIL NADU,,info@dlslogistics.in,info@dlslogistics.in,TBB,30,Sanketh
SH0000445,Active,VK Patel,07-01-2024 13:25,SHIVAJEE DOORS AND SANITARY WARE,Hemant,09AEJPA7232B1ZY,"1025 ka, SHIVAJI MARG, LUCKNOW, Lucknow, Uttar Pradesh, 226018",LUCKNOW,UTTAR PRADESH,,info@dlslogistics.in,info@dlslogistics.in,TBB,30,Sanketh
SH0000446,Active,MUN HEALTH,07-03-2024 17:38,MUN HEALTH PRODUCT INDIA  PRIVATE LIMITED,Suhas,27AAGCP8438G1Z3,"Plot No 123, Jawahar Cooperative Industrial Estate Ltd, Kamothe Road, Taluka Panvel, Navi Mumbai, Raigad, Maharashtra, 410209",PANVEL,Maharashtra,9573852004,Surendra.arangi@munglobal.com,Surendra.arangi@munglobal.com,TBB,30,Sanketh
SH0000447,Active,SHAIL ENTERPRISES,07-09-2024 12:06,SHAIL ENTERPRISES,Suhas,05ACGPG5736K2ZI,"Near Voiceroy Grand, 00, Sewla Kala GMS Road, Opposit Shri Ram Tower, Dehradun, Dehradun, Uttarakhand, 248171",Dehradun,UTTARAKHAND,9412018555,shailza234@gmail.com,shailza234@gmail.com,TBB,30,Sanketh
SH0000449,Active,ALLIGO HORIZON,7/17/2024 12:45:42 PM,ALLIGO HORIZON PRIVATE LIMITED,YOGESH,27AAHCA8881H1Z8,"Gala No. 3,4, 5, 11  12, Sainath Warehouse, Jaulkegaon, Jaulkegaon, Ozar, Nashik, Maharashtra, 422206",NASHIK,MAHARASHTRA,9860551950,horizonagro.works@gmail.com,horizonagro.works@gmail.com,TBB,30,Sanketh
SH0000001,Active,MIDAS,12/16/2021 8:14:39 PM,MIDAS HYGIENE INDUSTRIES PVT LTD,CORPORATE,36AAACR9647P2ZJ,"A-650 T T C Industrial Area, MIDC, Near Ramnath Solar Bus Stop, Mahape Navi Mumbai",Vashi,Maharashtra,02227651150,midas09actsdept@gmail.com,ravinairaccts@midashygiene.net,TBB,30,Migration
SH0000352,Active,HRJOHN,4/29/2022 5:24:27 PM,RISHITATVA CERAMICS PRIVATE LIMITED,CORPORATE,27AAECT4319E1ZH,"PLOT NO 1,2,3, HINGNA ROAD, HINGNA ROAD NEAR T POINT, Nagpur, Maharashtra, 440016",NAGPUR,MAHARASHTRA,9999999999,manoj@dlslogistics.in,manoj@dlslogistics.in,TOPAY,5,Migration
SH0000353,Active,ASHIRWAD,05-02-2022 12:42,ERODE AIR PRODUCTC PVT LTD,CORPORATE,33AABCE7714K1ZO,"PLOT J-2 SIPCOT INDUSTRIAL GROWTH CENTER KOVAI NH ROADPERUNDURAI Tamil Nadu 638052 KOVAI NH ROADPERUNDURAI,TAMIL NADU-638052",Perundurai,TAMIL NADU,,erodeair@yahoo.com,,TOPAY,30,Migration
SH0000356,Active,HRJHON,06-02-2022 14:53,INTERIOR ELEMENTS,CORPORATE,22AQNPT0990K1ZC,"C-69,70, INTERIOR ELEMENTS, SECTOR-5, DEVENDRA NAGAR, Raipur, Chhattisgarh, 492000",RAIPUR,CHATTISGARH,999999999,info@dlslogistics.in,info@dlslogistics.in,TOPAY,30,Migration
SH0000357,Active,NAVYA,1/19/2024 1:37:46 PM,NAVYA CABLES AND CONDUCTOR PRIVATE LIMITED,Suhas,27AAFCN3485J1Z2,"PLOT NO.062, 1ST FLOOR, HARI NIWAS, S V ROAD, OPP ROHIT TIMBER MART, KHAR WEST, Mumbai, Maharashtra, 400052",MUMBAI,MAHARASHTRA,9999,navyacables123@gmail.com,navyacables123@gmail.com;info@dlslogistics.in,TBB,30,Migration
SH0000358,Active,HRJHON,07-11-2022 15:52,VISMAYA GALLERIA,CORPORATE,29AARFV4713A1Z2,"205111, SAROVARA ARCADE, HENNUR MAIN ROAD, BANGALORE, Bengaluru Urban, Karnataka, 560043",BANGALORE,KARNATAKA,9999,manoj@dlslogistics.in,,TOPAY,10,Migration
SH0000359,Active,ARMSTRONG,08-02-2022 18:56,NEW CREATIVE FIBRE GLASS CHHATTISGARH,CORPORATE,22ACAPT6055E1ZV,"AMAPARA CHOWK,
LAKHE NAGAR
RAIPUR,CHHATTISGARH-492001",RAIPUR,CHHATTISGARH,,info@dlslogistics.in,"Chilka, Pramod"" <Pramod.Chilka@knauf.com",TBB,30,Migration
SH0000362,Active,ARMSTRONG,7/26/2022 3:21:33 PM,INTERNATIONAL COOLING SOLUTION,CORPORATE,18AABFI8663C1ZD,"NA, VISHNU MANDIR PATH, GUWAHATI, Kamrup Metropolitan, Assam, 781012",GUWAHATI,ASSAM,9830110485,inter_coolingsolution@yahoo.co.in,cwhouseindia@knauf.com,TBB,15,Migration
SH0000363,Active,HRJHON,08-04-2022 13:33,TBK DEZINER'S HOME PRIVATE LIMITED,CORPORATE,27AADCT2164N1Z0,"PLOT NO 21, SECTOR 1, MUMBAI PANVEL HIGHWAY, NEAR JUL NAGAR RLY STATION, NERUL, NAVI MUMBAI, Mumbai, Maharashtra, 400706",NAVI MUMBAI,MAHARASHTRA,9892670321,shaikh.waqar@yahoo.com,info@dlslogistics.in,TBB,30,Migration
SH0000364,Active,ARMSTRONG,08-06-2022 17:48,TRANS ENTERPRISES,CORPORATE,32BOEPJ0421H1ZM,"373634 A 501191 A3, AMALA CENTRE, RAILWAY STATION ROAD, EDAPPALLY, Ernakulam, Kerala, 682024",Kerala,KERALA,,info@dlslogistics.in,info@dlslogistics.in,TBB,30,Migration
SH0000365,Active,ARMSTRONG,08-10-2022 22:39,KNAUF CEILING SOLUTIONS (INDIA) PRIVATE LIMITED,CORPORATE,27AAACW7145B1ZI,"E-2, F-2, Opp. Bypass Police Chowky, Bhiwandi Nasik Bypass Naka, Village Vadpe, Thane, Maharashtra, 42130",BHIWANDI,MAHARASHTRA,,kiran.mistry@knauf.com,pramod.chilka@knauf.com;anil.pokale@knauf.com;shashikant.patil@knauf.com;cwhouseindia@knauf.com,TBB,30,Migration
SH0000366,Active,ARMSTRONG,8/24/2022 2:15:56 PM,GREEN BUILD INC,CORPORATE,24AAJFG5834H1ZD,"2627, SILVER CHAMBERS, TAGOR ROAD, Rajkot, Gujarat, 360002",Rajkot,Gujarat,,info@dlslogistics.in,info@dlslogistics.in,TBB,30,Migration
SH0000367,Active,Denz Enterprises,09-09-2022 11:11,Denz Enterprises,CORPORATE,32ADBPD4999H1ZK,"321304-A, Pipeline road, ernakulam, Ernakulam, Kerala, 682025",Ernakulam,Kerala,"9447842881 , 9061039251",Denz Enterprises <denzenterprisesekm@gmail.com>,info@dlslogistics.in Denz Enterprises <denzenterprisesekm@gmail.com>,TBB,30,Migration
SH0000307,Active,ARMSTRONG,7/20/2022 7:45:47 PM,UF CEILINGS (INDIA) PRIVATE LIMITED,CORPORATE,07AAACU9853E1Z5,"D-54
BASEMENT OKHLA INDUSTRIAL AREA
PHASE-II,DELHI-110020",Delhi,Delhi,,sachins@unifloceilings.co.in,pramod.chilka@knauf.com;anil.pokale@knauf.com;shashikant.patil@knauf.com;cwhouseindia@knauf.com,TBB,30,Migration
SH0000309,Active,ARMSTRONG,7/20/2022 7:45:47 PM,SAHIL ENTERPRISES,CORPORATE,05AHKPG5679A1ZG,"11, ARHAT BAZAR, DEHRADUN, Dehradun, Uttarakhand, 248001",Dehradun,Uttarakhand,,shailza_123@hotmail.com,pramod.chilka@knauf.com;anil.pokale@knauf.com;shashikant.patil@knauf.com;cwhouseindia@knauf.com,TOPAY,30,Migration
SH0000310,Active,ARMSTRONG,7/20/2022 7:45:47 PM,VARANASI CARPET DISTRIBUTERS,CORPORATE,09AABFV8606Q1ZF,"L-52, SIGRA, SHASTRI NAGAR, Varanasi, Uttar Pradesh, 221001",VARANASI,Uttar Pradesh,,vns_carpet@yahoo.co.in,pramod.chilka@knauf.com;anil.pokale@knauf.com;shashikant.patil@knauf.com;cwhouseindia@knauf.com,TOPAY,30,Migration
SH0000311,Active,ARMSTRONG,7/20/2022 7:45:47 PM,PANEL INDIA INTERIOR & CONTRACTS PVT LTD,CORPORATE,29AAJCP0738N1ZU,"NO 259, 1ST FLOOR, 9TH B MAIN, BANASWADI KALYAN NAGAR PO, Bengaluru (Bangalore) Urban, Karnataka, 560043",Bangalore,Karnataka,,,pramod.chilka@knauf.com;anil.pokale@knauf.com;shashikant.patil@knauf.com;cwhouseindia@knauf.com,TBB,30,Migration
SH0000312,Active,ARMSTRONG,7/20/2022 7:45:47 PM,KRISH INTERIOR,CORPORATE,24ADPPG8066Q1ZR,"7, sat Tukaram Soc 6, Near L P Savani School, Palanpur Jakat Naka, palanpur PAtia, Surat, Surat, Gujarat, 395009",Surat,Gujarat,,,pramod.chilka@knauf.com;anil.pokale@knauf.com;shashikant.patil@knauf.com;cwhouseindia@knauf.com,TOPAY,10,Migration
SH0000313,Active,ARMSTRONG,7/20/2022 7:45:47 PM,S.R.BROTHERS,CORPORATE,09ABRFS9504M1Z9,"SOUTH JAHANABAD, RAEBARELI, RAEBARELI, RaeBareli, Uttar Pradesh, 229001",RAEBARELI,Uttar Pradesh,,Sunilsr0015@gmail.com,pramod.chilka@knauf.com;anil.pokale@knauf.com;shashikant.patil@knauf.com;cwhouseindia@knauf.com,TBB,30,Migration
SH0000314,Active,ARMSTRONG,7/20/2022 7:45:47 PM,MECHFAB COATINGS PRIVATE LIMITED,CORPORATE,18AAGCM8105K1Z8,"VILL-17 LINE BORJULI, SONAJULI REQ GRANT, RANGAPARA, Sonitpur, Assam, 784505",RANGAPARA,Assam,,,pramod.chilka@knauf.com;anil.pokale@knauf.com;shashikant.patil@knauf.com;cwhouseindia@knauf.com,TBB,30,Migration
SH0000326,Active,ARMSTRONG,7/20/2022 7:45:47 PM,R.K.FURNISHERS,CORPORATE,03ACNPA0048B1ZI,"EH 184-C, MASTER TARA SINGH NAGAR ROAD, BACKSIDE P T COLONY, Jalandhar, Punjab, 144001",Jalandhar,Punjab,,,pramod.chilka@knauf.com;anil.pokale@knauf.com;shashikant.patil@knauf.com;cwhouseindia@knauf.com,TBB,30,Migration
SH0000327,Active,ARABIAN,12/30/2021 2:40:49 PM,ARABIAN PETROLEUM LTD,CORPORATE,27AAHCA6383Q1ZW,"Plot No. 14-B, Morivali MIDC,, Opp. Positive Packaging, Ambernath (W),, Dist.-Thane.",AMBERNATH,Maharashtra,7709177649,works@arabianpetroleum.co.in;deepak.pardeshi@arabianpetroleum.co.in,works@arabianpetroleum.co.in;deepak.pardeshi@arabianpetroleum.co.in,TBB,45,Migration
SH0000329,Active,CLASSIC,1/15/2024 3:00:47 PM,CLASSIC STRIPES PVT LTD (HARIDWAR),CORPORATE,05AAFCR5312Q1Z4,"GSTIN : 05AAF  CR531  2Q1Z4
CLASSIC STRIPES PVT LTD (HARIDWAR)
UTTARAKHAND
 :: Ship To ::
3P3, SEC-10, IIE, SIDCUL,
HARIDWAR
UTTARAKHANS - 249 403.
, Contact:-  Bharat
Shukla
, Mobile - 9760085959
Haridwar,UTTARAKHAND",HARIDWAR,Uttarakhand,9760085959,rahul.chawathe@classicstripes.com,rahul.chawathe@classicstripes.com;vaibhav.halde@classicstripes.com;ajita.chavan@classicstripes.com;bharat.shukla@classicstripes.com,TBB,30,Migration
SH0000330,Active,HRJHON,1/30/2022 8:08:50 PM,PRISM JOHNSON LIMITED (ERNAKULAM),CORPORATE,32AAA  CP622  4A1Z6,"NORTH PARAVOOR

ERNAKULAM,KERALA-683520",ERNAKULAM,KERALA,9594997048,dhumal.udaykumar@hrjohnsonindia.com;doiphode.chetan@hrjohnsonindia.com;upadhyaya.manish@hrjohnsonindia.com;dubey.nitin@hrjohnsonindia.com;jadhav.amit@hrjohnsonindia.com,mithari.sadanand@hrjohnsonindia.com,TBB,30,Migration
SH0000331,Active,ACL,1/21/2022 4:55:33 PM,AMBICA CORPORATION LIMITED,CORPORATE,27AACCA0538J1ZU,"B-2,OFFICE NO-501,BOOMERANG
CHANDIVALI FARM ROAD,ANDHERI (E) MUMBAI
MAHARASHTRA -400072",,MAHARASHTRA,+91 98672 74061,Dispatch@aclindia.co,despatch@aclindia.co,TBB,15,Migration
SH0000383,Active,ZEE LEARN,1/19/2024 1:41:59 PM,ZEE LEARN LIMITED,Suhas,27AAACZ3977E1Z1,"135, 1st Floor, CONTINENTAL BUILDING, DR A B ROAD, MUMBAI, Mumbai, Maharashtra, 400018",Mumbai,Maharashtra,8291033938,amit.pawar@zeelearn.com,amit.pawar@zeelearn.com,TBB,30,Migration
SH0000384,Active,SAMARTH FIRE,1/24/2023 4:00:03 PM,SAMARTH FIRE AND UTILITY PRIVATE LIMITED,CORPORATE,27ABGCS2777N1ZL,"E Wing FN  403, Amber Heights, Near Green City, Ambernath, Thane, Thane, Maharashtra, 421501",,Maharashtra,,hemant@dlslogistics.in,hemant@dlslogistics.in,TBB,30,Migration
SH0000385,Active,VIVAAN,02-01-2023 12:44,VIVAAN ENTERPRISE,CORPORATE,27AGKPR1024R1ZV,"FLAT NO 1606, A WING, LODHA CASA ULTIMA, NR TCS I THINK TECHNO CAMPUS, BEHIND JUIPITER, THANE WEST, Thane, Maharashtra, 400601",Maharashtra,Maharashtra,,support@vivaanenterprise.in,support@vivaanenterprise.in,TBB,30,Migration
SH0000386,Active,FURNITUREWALLA,1/19/2024 1:41:53 PM,FURNITUREWALLA,Suhas,27AAAPF0318C1ZL,"GALA 6A, GROUND, MANJREKAR COMPOUND, 55, DR. E. MOSES ROAD, WORLI, Mumbai, Maharashtra, 400018",Mumbai,Maharashtra,8010246933,info@furniturewalla.com,INFO@FURNITUREWALLA.COM,TBB,30,Migration
SH0000387,Active,Sleek Boards,02-11-2023 17:20,Sleek Boards Marketing Services LLP,CORPORATE,27ADEFS6912L1ZO,"Office No 20, 4th Floor, Landmark, Paud Road, Kothrud, Pune, Maharashtra, 411038",Pune,Maharashtra,9822846164,hemant@dlslogistics.in,hemant@dlslogistics.in,TBB,30,Migration
SH0000388,Active,HJ-AXLE,1/19/2024 1:42:15 PM,HJ-AXLE INDIA MANUFACTURING PRIVATE LIMITED,Hemant,27AAFCH1893N1Z0,"SURVEY NO 656, OPP T G TERMINAL VESHVI- BELODKAR VILLAGE ,URAN NAVI MUMBAI MAHARASHTRA 400702",NAVI Mumbai,MAHARASHTRA,8010246933,PREM.KUMAR@ HJ-AXLE.IN,PREM.KUMAR@ HJ-AXLE.IN,TBB,30,Migration
SH0000389,Active,RUKHMINI ENTERPRISES,1/19/2024 1:41:36 PM,RUKHMINI ENTERPRISES,Hemant,27ACJPY8629G2ZU,"402, NANDAGIRI CO-OP HSG SOCIETY, NAVRE NAGAR, B-CABIN ROAD, AMBERNATH EAST, Thane, Maharashtra, 421501",Thane,MAHARASHTRA,80102 46933,accounts@samarthfires.com,ACCOUNTS@SAMARTHFIRES.COM,TBB,30,Migration
SH0000390,Active,NAVYA,1/19/2024 1:36:16 PM,DAKSHA CABLES INDUSTRIES PRIVATE LIMITED,Suhas,27AABCD0333M1ZT,"1, Sukhabhai Chawl, Subhash Nagar, Jogeshwari East, Mumbai Suburban, Maharashtra, 400060",Jogeshwari,Maharashtra,98330 32139,navyacables123@gmail.com,navyacables123@gmail.com,TBB,30,Migration
SH0000391,Active,ORIENTAL,1/19/2024 1:36:24 PM,UNIVERSAL ENGINEERS CHENNAI PRIVATE LIMITED,Hemant,33AABCU1168R1ZY,"72, NORTH PHASE SIDCO INDUSTRIAL ESTATE, AMBATTR, NORTH PHASE, CHENNAI, Thiruvallur, Tamil Nadu, 600098",Thiruvallur,TAMIL NADU,80102 46933,hemant@dlslogistics.in,hemant@dlslogistics.in,TBB,30,Migration
SH0000392,Active,LLOYDS STEELS,1/19/2024 1:35:57 PM,LLOYDS ENGINEERING WORKS LIMITED,Hemant,27AAACE9285C1ZL,"A-55, MIDC Industrial Area, Murbad, Thane, Maharashtra, 421401",Thane,MAHARASHTRA,80102 46933,finance@industrialengineers.in,FINANCE@INDUSTRIALENGINEERS.IN,TBB,30,Migration
SH0000393,Active,ARMSTRONG,3/13/2023 11:36:09 AM,ROYAL CONSTRUCTIONS AND INTERIORS,CORPORATE,32AOSPP8398E1Z9,"F810, TOWN HALL SHOPPING COMPLEX, T C ROAD, THALASSERY, Kannur, Kerala, 670101",Kannur,KERALA,9847215424,info@dlslogistics.in,info@dlslogistics.in,TBB,30,Migration
SH0000394,Active,ARMSTRONG,1/19/2024 1:36:06 PM,National Plasters,Suhas,27AFUPA1083L1Z5,"SHOP NO.131, NEAR MADINA MASJID, L B S MARG, SHIVAJI KUTIR MANDAL, kurla, Mumbai,
Mumbai Suburban, Maharashtra, 400070",MUMBAI,MAHARASHTRA,91364 58486,nationalplastersmumbai@yahoo.com,"NATIONALPLASTERSMUMBAI,info@dlslogistics.in",TBB,30,Migration
SH0000450,Active,Tasvir,7/17/2024 2:12:22 PM,Tasvir,Hemant,08AKGPG5406Q1ZT,"B-42, RIICO Industrial Area, Sitapura, Jaipur, Rajasthan, 302022",Jaipur,Rajasthan,,info@dlslogistics.in,info@dlslogistics.in,TBB,30,Sanketh
SH0000451,Active,MAKSON,7/23/2024 12:36:37 PM,MAKSON ENTERPRISES,GOPINATH,32ABQFM3507R1ZQ,"66  1563, Makson Enterprises, TAB Road,, Kacheripady, Ernakulam, Kerala, 682018",Ernakulam,Kerala,76768 99944,info@dlslogistics.in,info@dlslogistics.in,TBB,30,Sanketh
SH0000452,Active,MOOD BOARD,7/23/2024 3:57:56 PM,MOOD BOARD,Manoj,36ABNFM5689H1ZJ,"2ND FLOOR, 8-2-686B6MK, THE LAXMI BUILDING, ROAD NO 12, BANJARAHILLS, Hyderabad, Telangana, 500034",Hyderabad,TELANGANA, 81795 31312,rangoli.rmc@gmail.com,rangoli.rmc@gmail.com,TBB,30,Sanketh
SH0000453,Active,ANAND J S,7/29/2024 4:09:34 PM,ANAND J S,GOPINATH,32BPVPA7641L123,FLAT NO.7-A YASOPAM HYDPBBHANUS TP ROAD COCHIN,Ernakulam,KERALA,7676899944,info@dlslogistics.in,info@dlslogistics.in,TBB,30,Sanketh
SH0000454,Active,QUALITY POWER,7/30/2024 6:04:03 PM,QUALITY POWER ELECTRICAL EQUIPMENTS LIMITED,GOPINATH,32AAACQ0757F1ZT,"6335, Quality Power Electrical Equipments Pvt Ltd, Chalackal, Aluva, Ernakulam, Kerala, 683105",Ernakulam,KERALA,76768 99944,info@dlslogistics.in,info@dlslogistics.in,TBB,30,Sanketh
SH0000455,Active,AMI MACHINE TOOLS,08-03-2024 14:18,AMI MACHINE TOOLS,sukbir,27AAJFM3615J1Z5,"W 101, KHAIRANA, NAVI MUMBAI, Mumbai Suburban, Maharashtra, 400705",KHAIRANA,Maharashtra,93116 89422,info@dlslogistics.in,info@dlslogistics.in,TBB,30,Sanketh
SH0000456,Active,Tasvir,08-07-2024 14:38,HONAVAR ELECTRODES PRIVATE LIMITED,HEMANT,27AAACH0376H1ZQ,"3RD FLOOR, 305-309, DAMJI SHAMJI INDUSTRIAL COMPLEX,, 9 LBS MARG, KURLA WEST, Mumbai, Maharashtra, 400070",KURLA,Maharashtra,80102 46933,hemant@dlslogistics.in,hemant@dlslogistics.in,TBB,30,Sanketh
SH0000458,Active,ARSS BIOFUEL,08-08-2024 16:56,ARSS BIOFUEL PVT LTD,YOGESH,27AAECA4139M1ZH,"GAT NO 196, WADIVARHE, DARNA ASWALI ROAD, IGATPURI, Nashik, Maharashtra, 422403",NASHIK,MAHARASHTRA,0253-2572401,arss 112000 @yahoo.com,arss 112000 @yahoo.com,TBB,30,Sanketh
SH0000459,Active,AMAN,08-10-2024 13:37,AMAN CHEMICALS INDUSTRY,YOGESH,29AAVFA5441L1ZT,"GROUND FLOOR, 121 AND 146, PETE CHENNAPPA INDUSTRIAL ESTATE, MAGADI MAIN ROAD, KAMAKSHIPALYA, Bengaluru Urban, Karnataka, 560079",Bengaluru,Karnataka,97655 31266II,info@dlslogistics.in,info@dlslogistics.in,TBB,30,Sanketh
SH0000461,Active,PRANAV,08-12-2024 16:54,Pranav Construction Systems Private Limited,Suhas,27AADCP0834B3ZU,"PLOT NO F8
BADLAPUR MIDC
BADLAPUR,MAHARASHTRA-421503",BADLAPUR,MAHARASHTRA,77150 75357,info@dlslogistics.in,info@dlslogistics.in,TBB,30,Sanketh
SH0000463,Active,HJ-AXLE,8/14/2024 3:30:51 PM,ROADON AXLES INDIA PRIVATE LIMITED,hemant,24AAKCR4583L1ZU,"83024, Opp. GIDC Water Tank No. 3,, GIDC Estate, 83024, Opp. GIDC Water Tank No. 3,, Bharuch, Gujarat, 393110",BHARUCH,GUJARAT,8010246933,info@dlslogistics.in,info@dlslogistics.in,TBB,30,Sanketh
SH0000464,Active,Intercrafts Parquets,8/24/2024 11:49:18 AM,Intercrafts Parquets,YOGESH,24ABIHS6501D1ZE,"22, Intercrafts India, Sola Road, Near Khodiyar Mandir, Naranpura, Ahmedabad, Ahmedabad, Gujarat, 380013",Ahmedabad,GUJARAT,98982 03521,INFO@INTERCRAFTSINDIA.COM,INFO@INTERCRAFTSINDIA.COM,TBB,30,Sanketh
SH0000465,Active,SAYAJI FOODS,8/29/2024 12:12:46 PM,SAYAJI FOODS PRIVATE LIMITED,Suhas,27AAFCB9987P1ZJ,"R-701 and R-701 PART, TTC INDUSTRIAL AREA, Sayaji Foods Pvt Ltd, Rabale MIDC Road, Alfa Laval India Ltd, Rabale, Navi Mumbai, Thane, Maharashtra, 400701",NAVI MUMBAI,MAHARASHTRA,9619713269,info@dlslogistics.in,info@dlslogistics.in,TBB,30,Sanketh
SH0000258,Active,ARMSTRONG,7/20/2022 7:45:47 PM,INTERIOR POINT.,CORPORATE,09ACVPT3338H1ZW,"589 KHA PN VIP ROAD
SARPOT GANJ TELIBAGH
LUCKNOW,UTTAR PRADESH-226018",LUCKNOW,Uttar Pradesh,,interiorpoint09@gmail.com,pramod.chilka@knauf.com;anil.pokale@knauf.com;shashikant.patil@knauf.com;cwhouseindia@knauf.com,TOPAY,30,Migration
SH0000270,Active,THERMO,09-09-2022 12:26,THERMO FISHER SCIENTIFIC INDIA PVT LTD,CORPORATE,27AABCT3207A1ZZ,"TOLL GLOBAL LOGISTICS MAYASHREE LOGISTICS CENTRE BHIWANDI,MAHARASHTRA-421302",BHIWANDI,Maharashtra,,nilesh.shivane@thermofisher.com,sharad@thermofisher.com;rohan.patil@thermofisher.com;mithun.tare@thermofisher.com;roshan.patil@thermofisher.com,TBB,30,Migration
SH0000272,Active,ARMSTRONG,7/20/2022 7:45:47 PM,STEP UP CONSTRUCTION,CORPORATE,23AAWFS4959A1ZW,STEP UP CONSTRUCTION SUPER SPECIALTY HOSPITAL BLOCK GOA MEDICAL COLLEGE BAMBOLIN,GOA,Goa,,,pramod.chilka@knauf.com;anil.pokale@knauf.com;shashikant.patil@knauf.com;cwhouseindia@knauf.com,TOPAY,30,Migration
SH0000226,Active,ARMSTRONG,7/20/2022 7:45:47 PM,SHARMA & SHARMA ENTERPRISES,CORPORATE,20ACDFS4533R1ZW,"PLOT NO 1636 KHATA 251 DHARMBAND
BALIGUMA MANGO
JAMSHEDPUR,JHARKHAND-831012",jamshedpur,Jharkhand,,sharma.alu.systems@gmail.com;acssentindia1@gmail.com,pramod.chilka@knauf.com;anil.pokale@knauf.com;shashikant.patil@knauf.com;cwhouseindia@knauf.com,TBB,30,Migration
SH0000227,Active,ARMSTRONG,7/20/2022 7:45:47 PM,CLASSIC ENTERRISES,CORPORATE,37CCHPS0107F1ZT,"45 52 12,
ABID NAGAR
AKKAYYAPALEM,,ANDHRA PRADESH-530016",AKKAYYAPALEM,Andhra Pradesh,,classiqenterpriceses@yahoo.com;classiqenterprises@gmail.com,pramod.chilka@knauf.com;anil.pokale@knauf.com;shashikant.patil@knauf.com;cwhouseindia@knauf.com,TBB,30,Migration
SH0000138,Active,ARMSTRONG,7/20/2022 7:45:47 PM,DECOR N SALES,CORPORATE,19AIZPS4221N1ZA,"GSTIN : 19AIZ  PS422  1N1ZA
DECOR N SALES
WEST BENGAL
 134 SRI AUROBINDO SARANI
SRI AUROBINDO SARANI,WEST BENGAL-700006",Kolkata,West Bengal,,decornsale@gmail.com; decomsale@gmail.com,pramod.chilka@knauf.com;anil.pokale@knauf.com;shashikant.patil@knauf.com;cwhouseindia@knauf.com,TOPAY,30,Migration
